DAM_ID,Project name,Continent,Country,Main_river,Major Basin,Capacity (MW),LAT_cleaned,Lon_Cleaned,Stage,Start,End,Reference 1,Reference 2,Reference 3
647,Dores De Guanhães,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",14,-19.06458333,-42.88541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
648,"São João (Km 35,6)",South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",10,-19.05972183,-43.19444483,P,,,http://sigel.aneel.gov.br/sigel.html,,
649,Lajeado,South America,Brazil,Verde,La Plata,11.1,-19.0569445,-52.5305555,P,,,http://sigel.aneel.gov.br/sigel.html,,
650,Jacu,South America,Brazil,Paranaíba,La Plata,10.2,-19.05208333,-48.995,P,,,http://sigel.aneel.gov.br/sigel.html,,
651,Senhora Do Porto,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",12,-19.0333,-42.92291667,P,,,http://sigel.aneel.gov.br/sigel.html,,
652,Água Vermelha,South America,Brazil,Taquari,La Plata,23.7,-19.01458333,-54.36343352,P,,,http://sigel.aneel.gov.br/sigel.html,,
653,Jacaré,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",9,-19,-42.94791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
654,Bom Jardim,South America,Brazil,Paranaíba,La Plata,3.1,-18.99375,-48.269,P,,,http://sigel.aneel.gov.br/sigel.html,,
655,Fundãozinho,South America,Brazil,Verde,La Plata,29.6,-18.98541667,-53.166667,P,,,http://sigel.aneel.gov.br/sigel.html,,
656,Beija Flor Ii,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",20,-18.933333,-42.36458333,P,,,http://sigel.aneel.gov.br/sigel.html,,
657,Figueirinha I,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",13.5,-18.94847183,-42.56930517,P,,,http://sigel.aneel.gov.br/sigel.html,,
658,Cutia Alto,South America,Brazil,Paranaíba,La Plata,30,-18.94791667,-49.326,P,,,http://sigel.aneel.gov.br/sigel.html,,
659,Cruz Velha,South America,Brazil,Paranaíba,La Plata,22.8,-18.94375,-49.157,P,,,http://sigel.aneel.gov.br/sigel.html,,
660,Vila Verde,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",3.6,-18.93958333,-40.921111,P,,,http://sigel.aneel.gov.br/sigel.html,,
661,Pirapitanga Baixo,South America,Brazil,Paranaíba,La Plata,11.2,-18.93583333,-49.48083333,P,,,http://sigel.aneel.gov.br/sigel.html,,
662,Bugres,South America,Brazil,Paranaíba,La Plata,18.6,-18.91458333,-49.586,P,,,http://sigel.aneel.gov.br/sigel.html,,
663,Figueirinha Ii,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",8,-18.90558333,-42.64858333,P,,,http://sigel.aneel.gov.br/sigel.html,,
664,Salto Do Baú,South America,Brazil,Paranaíba,La Plata,19.8,-18.90433333,-49.66233333,P,,,http://sigel.aneel.gov.br/sigel.html,,
665,Dias,South America,Brazil,Paranaíba,La Plata,7.4,-18.88666667,-48.32166667,P,,,http://sigel.aneel.gov.br/sigel.html,,
666,Fortuna Ii,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",9,-18.89791667,-42.68125,P,,,http://sigel.aneel.gov.br/sigel.html,,
667,Andorinha,South America,Brazil,,Sao Francisco,10.1,-18.86458333,-44.808333,P,,,http://sigel.aneel.gov.br/sigel.html,,
668,Cachoeira Do Gambá,South America,Brazil,Paranaíba,La Plata,15.9,-18.86041667,-49.73541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
669,São Domingos,South America,Brazil,Taquari,La Plata,22,-18.84791667,-54.51041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
670,Mosquito,South America,Brazil,Paranaíba,La Plata,12.3,-18.81458333,-49.814,P,,,http://sigel.aneel.gov.br/sigel.html,,
671,Santo Antônio Do Porto,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",12.5,-18.754378,-42.166878,P,,,http://sigel.aneel.gov.br/sigel.html,,
672,Lajeadinho,South America,Brazil,Verde,La Plata,4.9,-18.74791667,-52.249,P,,,http://sigel.aneel.gov.br/sigel.html,,
673,Cachoeira Da Fumaça,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",9,-18.73958333,-42.302778,P,,,http://sigel.aneel.gov.br/sigel.html,,
674,Pontal Do Prata,South America,Brazil,Verde,La Plata,12,-18.7381,-52.29791667,U,,,http://sigel.aneel.gov.br/sigel.html,,
675,Cachoeira Do Miné,South America,Brazil,Paranaíba,La Plata,16.02,-18.73958333,-48.471,P,,,http://sigel.aneel.gov.br/sigel.html,,
676,Queixada,South America,Brazil,Verde,La Plata,30,-18.73108333,-51.79808333,U,,,http://sigel.aneel.gov.br/sigel.html,,
677,Mundo Novo,South America,Brazil,Taquari,La Plata,21.5,-18.85666667,-54.50166667,P,,,http://sigel.aneel.gov.br/sigel.html,,
678,Luzilândia,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",1.6,-18.72444417,-40.63388917,P,,,http://sigel.aneel.gov.br/sigel.html,,
679,Engano,South America,Brazil,Verde,La Plata,8,-18.71458333,-52.342,P,,,http://sigel.aneel.gov.br/sigel.html,,
680,Itaperuna,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",1.5,-18.71222267,-40.76638933,P,,,http://sigel.aneel.gov.br/sigel.html,,
681,Piau,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",17,-18.70208333,-41.799167,P,,,http://sigel.aneel.gov.br/sigel.html,,
682,Pirapitinga,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",11,-18.69317117,-42.20983783,P,,,http://sigel.aneel.gov.br/sigel.html,,
683,Vista Bela,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",1.4,-18.67708333,-40.98044172,P,,,http://sigel.aneel.gov.br/sigel.html,,
684,Quartel 1,South America,Brazil,Velhas,Sao Francisco,30,-18.66875,-43.88,P,,,http://sigel.aneel.gov.br/sigel.html,,
685,Ponte IndaiáJusante,South America,Brazil,São Francisco,Sao Francisco,5.82,-18.661383,-45.54791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
686,Boa Vista,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",9,-18.660305,-42.24791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
687,Pirapetinga,South America,Brazil,Paranaíba,La Plata,2,-18.654,-47.50625,P,,,http://sigel.aneel.gov.br/sigel.html,,
688,Dos Tocos,South America,Brazil,Paranaíba,La Plata,1.2,-18.64608333,-47.50808333,P,,,http://sigel.aneel.gov.br/sigel.html,,
689,Areado,South America,Brazil,São Francisco,Sao Francisco,10.9,-18.64375,-45.876667,P,,,http://sigel.aneel.gov.br/sigel.html,,
690,Retiro 1,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",19,-18.644028,-42.318472,P,,,http://sigel.aneel.gov.br/sigel.html,,
691,Quartel 2,South America,Brazil,Velhas,Sao Francisco,30,-18.63861133,-43.91555533,P,,,http://sigel.aneel.gov.br/sigel.html,,
692,Quartel 3,South America,Brazil,Velhas,Sao Francisco,30,-18.63125,-43.936111,P,,,http://sigel.aneel.gov.br/sigel.html,,
693,Lajinha,South America,Brazil,Paranaíba,La Plata,1.6,-18.6336,-47.52291667,P,,,http://sigel.aneel.gov.br/sigel.html,,
694,Limeira,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",14,-18.57402817,-41.94680517,P,,,http://sigel.aneel.gov.br/sigel.html,,
695,Bombas,South America,Brazil,São Francisco,Sao Francisco,14.5,-18.520833,-45.79791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
696,Santa Maria,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",2.9,-18.58958333,-40.19791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
697,Quebra Dedo,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",16,-18.442778,-42.032222,P,,,http://sigel.aneel.gov.br/sigel.html,,
698,Cachoeira Grande,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",20,-18.39791667,-42.1533,P,,,http://sigel.aneel.gov.br/sigel.html,,
699,Cocal,South America,Brazil,Velhas,Sao Francisco,4.4,-18.37708333,-43.93125,P,,,http://sigel.aneel.gov.br/sigel.html,,
700,Mareta,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",7,-18.36875,-42.66875,P,,,http://sigel.aneel.gov.br/sigel.html,,
701,Matão,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",9,-18.37291667,-42.383055,P,,,http://sigel.aneel.gov.br/sigel.html,,
702,Palmeira,South America,Brazil,São Francisco,Sao Francisco,21.6,-18.36875,-45.72291667,P,,,http://sigel.aneel.gov.br/sigel.html,,
703,Santa Cruz,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",14,-18.37708333,-42.2961,P,,,http://sigel.aneel.gov.br/sigel.html,,
704,Serra Das Agulhas,South America,Brazil,Velhas,Sao Francisco,24,-18.361944,-43.96041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
705,Coqueiro,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",6,-18.34999983,-42.61666683,P,,,http://sigel.aneel.gov.br/sigel.html,,
706,Fumaça,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",8,-18.35625,-42.07708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
707,Canastra,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",6,-18.34236117,-42.77152783,P,,,http://sigel.aneel.gov.br/sigel.html,,
708,Palmeira,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",2.3,-18.31041667,-40.64375,P,,,http://sigel.aneel.gov.br/sigel.html,,
709,Barra Da Conceição,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",1.1,-18.28958333,-41.41875,P,,,http://sigel.aneel.gov.br/sigel.html,,
710,Itapeba,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",2,-18.24195,-40.65805,P,,,http://sigel.aneel.gov.br/sigel.html,,
711,Dourado,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",1.3,-18.23125,-41.20208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
712,Cibrão,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",1.2,-18.22708333,-41.21875,P,,,http://sigel.aneel.gov.br/sigel.html,,
713,São José,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",1.4,-18.20856703,-41.12523369,P,,,http://sigel.aneel.gov.br/sigel.html,,
714,Cotaxé,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",2.4,-18.19375,-40.698056,P,,,http://sigel.aneel.gov.br/sigel.html,,
715,São Gonçalo,South America,Brazil,São Francisco,Sao Francisco,19,-18.19791667,-45.643195,P,,,http://sigel.aneel.gov.br/sigel.html,,
716,Alemães Baixo,South America,Brazil,São Francisco,Sao Francisco,21,-18.17291667,-45.592778,P,,,http://sigel.aneel.gov.br/sigel.html,,
717,Barra Do Prata,South America,Brazil,Doce,"Uruguay - Brazil, South Atlantic Coast",1.9,-18.167361,-41.054861,P,,,http://sigel.aneel.gov.br/sigel.html,,
718,Pedro Gomes,South America,Brazil,Taquari,La Plata,19.5,-18.15208333,-54.45,P,,,http://sigel.aneel.gov.br/sigel.html,,
719,Canoas,South America,Brazil,São Francisco,Sao Francisco,19.3,-18.12708333,-45.473499,P,,,http://sigel.aneel.gov.br/sigel.html,,
720,Cachoeira Comprida,South America,Brazil,São Francisco,Sao Francisco,20.8,-18.08541667,-45.395697,P,,,http://sigel.aneel.gov.br/sigel.html,,
721,Mateus José,South America,Brazil,São Francisco,Sao Francisco,11,-18.08654583,-45.33012083,P,,,http://sigel.aneel.gov.br/sigel.html,,
722,Taquarizinho,South America,Brazil,Taquari,La Plata,11,-18.01875,-53.51875,P,,,http://sigel.aneel.gov.br/sigel.html,,
723,Mutum,South America,Brazil,Taquari,La Plata,8.5,-17.9849165,-53.4025835,P,,,http://sigel.aneel.gov.br/sigel.html,,
724,Barra Do Ariranha,South America,Brazil,Taquari,La Plata,13,-17.97469858,-53.80030142,P,,,http://sigel.aneel.gov.br/sigel.html,,
725,Fazenda Velha,South America,Brazil,Verde,La Plata,12.6,-17.97016667,-51.76316667,P,,,http://sigel.aneel.gov.br/sigel.html,,
726,Serra Vermelha,South America,Brazil,Taquari,La Plata,2.5,-17.95,-53.39791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
727,Lajari (Geração),South America,Brazil,Taquari,La Plata,19.3,-17.92708333,-53.40208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
728,Sertãozinho,South America,Brazil,Verde,La Plata,14,-17.912,-51.75208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
729,São Thomaz 1,South America,Brazil,Bois,La Plata,2.3,-17.90569433,-50.77652767,P,,,http://sigel.aneel.gov.br/sigel.html,,
730,São Thomaz 3,South America,Brazil,Bois,La Plata,4.4,-17.87291667,-50.699167,P,,,http://sigel.aneel.gov.br/sigel.html,,
731,São Thomaz 2,South America,Brazil,Bois,La Plata,4,-17.87291667,-50.715833,P,,,http://sigel.aneel.gov.br/sigel.html,,
732,São Thomaz 4,South America,Brazil,Bois,La Plata,7.4,-17.85791683,-50.62124983,P,,,http://sigel.aneel.gov.br/sigel.html,,
733,São Domingos,South America,Brazil,São Francisco,Sao Francisco,10,-17.761944,-45.71041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
734,Buriti Fundo,South America,Brazil,Velhas,Sao Francisco,1.6,-17.75375033,-44.44958367,P,,,http://sigel.aneel.gov.br/sigel.html,,
735,Ipê (Ex-Verde 09),South America,Brazil,Bois,La Plata,29.3,-17.72708333,-50.449,P,,,http://sigel.aneel.gov.br/sigel.html,,
736,Verde 08,South America,Brazil,Bois,La Plata,29.4,-17.65208333,-50.496,P,,,http://sigel.aneel.gov.br/sigel.html,,
737,Santa Rita,South America,Brazil,São Francisco,Sao Francisco,5.5,-17.6225,-45.65625,P,,,http://sigel.aneel.gov.br/sigel.html,,
738,Santa Paula,South America,Brazil,Taquari,La Plata,5.2,-17.60625,-54.37708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
739,Morrinhos,South America,Brazil,São Francisco,Sao Francisco,8.5,-17.5858285,-45.7608285,P,,,http://sigel.aneel.gov.br/sigel.html,,
740,Mucuri,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",22.5,-17.58541667,-40.98541667,U,,,http://sigel.aneel.gov.br/sigel.html,,
741,"Limeira - (Km 30,5)",South America,Brazil,São Francisco,Sao Francisco,4.1,-17.549722,-45.08541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
742,Caraípe,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",2.53,-17.51458333,-39.71458333,P,,,http://sigel.aneel.gov.br/sigel.html,,
743,Morro Vermelho - (Km 23),South America,Brazil,São Francisco,Sao Francisco,8.4,-17.51279874,-45.07708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
744,"Paulo Geraldo - (Km 17,2)",South America,Brazil,São Francisco,Sao Francisco,7.2,-17.46930583,-45.05263917,P,,,http://sigel.aneel.gov.br/sigel.html,,
745,Verdinho 01 Alto,South America,Brazil,Bois,La Plata,17.7,-17.45291667,-50.75708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
746,Juracitaba,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",1.68,-17.4291665,-40.1041665,P,,,http://sigel.aneel.gov.br/sigel.html,,
747,Graças,South America,Brazil,São Francisco,Sao Francisco,8,-17.42083333,-45.57291667,P,,,http://sigel.aneel.gov.br/sigel.html,,
748,Cachoeira Das Almas,South America,Brazil,São Francisco,Sao Francisco,28,-17.351667,-45.53125,P,,,http://sigel.aneel.gov.br/sigel.html,,
749,Monte Alegre 02,South America,Brazil,Bois,La Plata,19.2,-17.351,-50.76875,P,,,http://sigel.aneel.gov.br/sigel.html,,
750,Almas,South America,Brazil,São Francisco,Sao Francisco,8,-17.3319975,-45.51533083,P,,,http://sigel.aneel.gov.br/sigel.html,,
751,Verde 04 Baixo,South America,Brazil,Bois,La Plata,10.5,-17.32566667,-50.68266667,P,,,http://sigel.aneel.gov.br/sigel.html,,
752,Jequitaí I,South America,Brazil,Velhas,Sao Francisco,8.25,-17.2675,-44.38125,P,,,http://sigel.aneel.gov.br/sigel.html,,
753,Verde 02 Baixo,South America,Brazil,Bois,La Plata,19.3,-17.26458333,-50.848479,P,,,http://sigel.aneel.gov.br/sigel.html,,
754,Verde 03,South America,Brazil,Bois,La Plata,24,-17.26041667,-50.815,P,,,http://sigel.aneel.gov.br/sigel.html,,
755,Jequitaí Ii,South America,Brazil,Velhas,Sao Francisco,12.4,-17.24541683,-44.41625017,P,,,http://sigel.aneel.gov.br/sigel.html,,
756,Gaitas,South America,Brazil,São Francisco,Sao Francisco,3.76,-17.24375,-45.4333,P,,,http://sigel.aneel.gov.br/sigel.html,,
757,Ponte De Pedra 02,South America,Brazil,Bois,La Plata,17.3,-17.23358333,-50.74558333,P,,,http://sigel.aneel.gov.br/sigel.html,,
758,Santa Clara Montante,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",5,-17.21041667,-39.921111,P,,,http://sigel.aneel.gov.br/sigel.html,,
759,Ponte De Pedra 01,South America,Brazil,Bois,La Plata,23.4,-17.17291667,-50.846,P,,,http://sigel.aneel.gov.br/sigel.html,,
760,Água Branca,South America,Brazil,São Francisco,Sao Francisco,4,-17.13958333,-45.44375,P,,,http://sigel.aneel.gov.br/sigel.html,,
761,Paredão De Minas,South America,Brazil,São Francisco,Sao Francisco,17,-17.12347217,-45.44013883,P,,,http://sigel.aneel.gov.br/sigel.html,,
762,Cachoeira Da Lixa 2,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",2.93,-17.047222,-40.07708333,P,,,http://sigel.aneel.gov.br/sigel.html,,
763,Caiapó 1,South America,Brazil,Verde,Tocantins,4,-17.01447583,-51.20219083,P,,,http://sigel.aneel.gov.br/sigel.html,,
764,Caiapó 2,South America,Brazil,Verde,Tocantins,4,-16.94597183,-51.19569483,P,,,http://sigel.aneel.gov.br/sigel.html,,
765,Caiapó 3,South America,Brazil,Verde,Tocantins,3.4,-16.77166667,-51.22416667,P,,,http://sigel.aneel.gov.br/sigel.html,,
766,Paraíso,South America,Brazil,Araguaia,Tocantins,14,-16.62333317,-52.14750017,P,,,http://sigel.aneel.gov.br/sigel.html,,
767,Jorge Mikitchuk,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",10.7,-16.61180533,-42.92986133,P,,,http://sigel.aneel.gov.br/sigel.html,,
768,Grão Mogol,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",28,-16.59472217,-42.85111117,P,,,http://sigel.aneel.gov.br/sigel.html,,
769,Foz Do Paraíso,South America,Brazil,Araguaia,Tocantins,28,-16.5880555,-52.2744445,P,,,http://sigel.aneel.gov.br/sigel.html,,
770,Fazenda Olaria,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",7.5,-16.58249983,-42.85916683,P,,,http://sigel.aneel.gov.br/sigel.html,,
771,Peixe,South America,Brazil,Araguaia,Tocantins,12,-16.54152783,-52.43736117,P,,,http://sigel.aneel.gov.br/sigel.html,,
772,Tamboril,South America,Brazil,Verde,Tocantins,22,-16.53194467,-51.47361133,P,,,http://sigel.aneel.gov.br/sigel.html,,
773,Rênic,South America,Brazil,Verde,Tocantins,11,-16.48861117,-51.41972217,P,,,http://sigel.aneel.gov.br/sigel.html,,
774,Caiapó 4,South America,Brazil,Verde,Tocantins,6.4,-16.48125,-51.35208333,P,,,http://sigel.aneel.gov.br/sigel.html,,
775,Mantovilis,South America,Brazil,Itiquira,La Plata,5.2,-16.45375,-55.31625,P,,,http://sigel.aneel.gov.br/sigel.html,,
776,Santo Antônio Do Caiapó,South America,Brazil,Araguaia,Tocantins,21,-16.44652767,-51.38819433,U,,,http://sigel.aneel.gov.br/sigel.html,,
777,Mutum I,South America,Brazil,Itiquira,La Plata,4,-16.439861,-55.302361,P,,,http://sigel.aneel.gov.br/sigel.html,,
778,Santo André,South America,Brazil,São Francisco,Sao Francisco,7.5,-16.43958333,-45.89257071,P,,,http://sigel.aneel.gov.br/sigel.html,,
779,Pau Ferro,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",2.09,-16.39791667,-39.633336,P,,,http://sigel.aneel.gov.br/sigel.html,,
780,Jacaré (Caiapó 6),South America,Brazil,Araguaia,Tocantins,11.5,-16.36829867,-51.41503467,P,,,http://sigel.aneel.gov.br/sigel.html,,
781,Canta Galo,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",4.8,-16.37708333,-39.68958333,P,,,http://sigel.aneel.gov.br/sigel.html,,
782,Rancho Queimado I,South America,Brazil,Itiquira,La Plata,5,-16.32363333,-55.35696667,P,,,http://sigel.aneel.gov.br/sigel.html,,
783,Europa,South America,Brazil,Itiquira,La Plata,4.5,-16.31874983,-55.08958317,P,,,http://sigel.aneel.gov.br/sigel.html,,
784,Santo Antônio,South America,Brazil,,La Plata,15,-16.268056,-57.45625,P,,,http://sigel.aneel.gov.br/sigel.html,,
785,Mata Velha,South America,Brazil,Corumba,Sao Francisco,24,-16.19375,-47.1667,P,,,http://sigel.aneel.gov.br/sigel.html,,
786,Unaí Baixo,South America,Brazil,Corumba,Sao Francisco,21,-16.18333072,-47.02708333,U,,,http://sigel.aneel.gov.br/sigel.html,,
787,Beleza,South America,Brazil,Itiquira,La Plata,6.1,-16.18214583,-55.01547917,P,,,http://sigel.aneel.gov.br/sigel.html,,
788,Água Branca,South America,Brazil,Itiquira,La Plata,10,-16.10236133,-54.97680533,P,,,http://sigel.aneel.gov.br/sigel.html,,
789,Água Brava,South America,Brazil,Itiquira,La Plata,13.05,-16.09375,-55.02,P,,,http://sigel.aneel.gov.br/sigel.html,,
790,Água Prata,South America,Brazil,Itiquira,La Plata,13.3,-16.09291683,-55.06124983,P,,,http://sigel.aneel.gov.br/sigel.html,,
791,Água Clara,South America,Brazil,Itiquira,La Plata,4,-16.08958333,-55.076667,P,,,http://sigel.aneel.gov.br/sigel.html,,
792,Jaciara,South America,Brazil,Itiquira,La Plata,19,-16.026389,-54.94375,P,,,http://sigel.aneel.gov.br/sigel.html,,
793,Buriti,South America,Brazil,Itiquira,La Plata,1,-16.016667,-55.141667,P,,,http://sigel.aneel.gov.br/sigel.html,,
794,Jatobá,South America,Brazil,Itiquira,La Plata,2,-16.01041667,-55.134444,P,,,http://sigel.aneel.gov.br/sigel.html,,
795,Embaúba,South America,Brazil,Itiquira,La Plata,3.3,-15.98125,-55.08125,P,,,http://sigel.aneel.gov.br/sigel.html,,
796,Mangaba,South America,Brazil,Itiquira,La Plata,2.3,-15.98125,-55.05,P,,,http://sigel.aneel.gov.br/sigel.html,,
797,Mestre,South America,Brazil,Cuiaba,La Plata,2,-15.97708333,-55.3608,U,,,http://sigel.aneel.gov.br/sigel.html,,
798,Cambará,South America,Brazil,Itiquira,La Plata,2.7,-15.970833,-55.08541667,P,,,http://sigel.aneel.gov.br/sigel.html,,
799,Fogos,South America,Brazil,São Francisco,Sao Francisco,16.7,-15.96041667,-46.413889,P,,,http://sigel.aneel.gov.br/sigel.html,,
800,Bebedouro,South America,Brazil,São Francisco,Sao Francisco,16.02,-15.93541667,-46.441667,P,,,http://sigel.aneel.gov.br/sigel.html,,
801,São Tadeu Ii,South America,Brazil,Cuiaba,La Plata,3.4,-15.75458333,-55.55041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
802,Aricá-Mirim I,South America,Brazil,Cuiaba,La Plata,3.55,-15.68694417,-55.39638917,P,,,http://sigel.aneel.gov.br/sigel.html,,
803,Mascote,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",22.4,-15.5705555,-39.3080555,P,,,http://sigel.aneel.gov.br/sigel.html,,
804,Água Azul,South America,Brazil,Jequitinhonha,"Uruguay - Brazil, South Atlantic Coast",25.55,-15.55625,-39.734722,P,,,http://sigel.aneel.gov.br/sigel.html,,
805,Serra Grande,South America,Brazil,Corumba,Tocantins,9,-15.42180567,-48.56347233,P,,,http://sigel.aneel.gov.br/sigel.html,,
806,Bocaina,South America,Brazil,São Francisco,Sao Francisco,14,-15.405833,-46.19375,P,,,http://sigel.aneel.gov.br/sigel.html,,
807,Costa,South America,Brazil,São Francisco,Sao Francisco,19,-15.3693,-46.1932,P,,,http://sigel.aneel.gov.br/sigel.html,,
808,Ceres,South America,Brazil,Tocantins,Tocantins,26,-15.33722217,-49.57888883,P,,,http://sigel.aneel.gov.br/sigel.html,,
809,Piquete,South America,Brazil,Corumba,Tocantins,12,-15.33236117,-47.96347217,P,,,http://sigel.aneel.gov.br/sigel.html,,
810,Poldros,South America,Brazil,São Francisco,Sao Francisco,7.9,-15.32724867,-46.40608467,P,,,http://sigel.aneel.gov.br/sigel.html,,
811,Cupim,South America,Brazil,São Francisco,Sao Francisco,9.7,-15.2708325,-46.5041675,P,,,http://sigel.aneel.gov.br/sigel.html,,
812,Nova Xavantina - Revisão,South America,Brazil,Rio das Mortes,Tocantins,3.2,-15.223333,-52.34375,P,,,http://sigel.aneel.gov.br/sigel.html,,
813,Rialma,South America,Brazil,Tocantins,Tocantins,17,-15.216111,-49.553611,P,,,http://sigel.aneel.gov.br/sigel.html,,
814,Do Sal,South America,Brazil,Corumba,Tocantins,14.01,-15.20983333,-48.01933333,P,,,http://sigel.aneel.gov.br/sigel.html,,
815,Nova Guaporé,South America,Brazil,Guaporé,Amazon,13,-15.20291633,-59.01124967,P,,,http://sigel.aneel.gov.br/sigel.html,,
816,Serra Do Meio,South America,Brazil,São Francisco,Sao Francisco,5.3,-15.193056,-46.39791667,P,,,http://sigel.aneel.gov.br/sigel.html,,
817,Palma,South America,Brazil,Corumba,Tocantins,27,-15.13958333,-48.1694,P,,,http://sigel.aneel.gov.br/sigel.html,,
818,Muçungo,South America,Brazil,Corumba,Tocantins,9.99,-15.13455,-48.02205,P,,,http://sigel.aneel.gov.br/sigel.html,,
819,Cocal,South America,Brazil,Corumba,Tocantins,10,-15.08541667,-47.8925,P,,,http://sigel.aneel.gov.br/sigel.html,,
820,Salto Vermelho I,South America,Brazil,Teles Pires,La Plata,13.7,-15.05680567,-58.03902767,P,,,http://sigel.aneel.gov.br/sigel.html,,
821,Tapirapuã,South America,Brazil,Teles Pires,La Plata,14.9,-14.96990233,-57.74676433,P,,,http://sigel.aneel.gov.br/sigel.html,,
822,Serra Do Divisor,South America,Brazil,Tocantins,Tocantins,6.1,-14.95625,-46.771517,P,,,http://sigel.aneel.gov.br/sigel.html,,
823,Usina Velha (Ex Usina Velha Ii),South America,Brazil,Teles Pires,La Plata,17.8,-14.913419,-57.81041667,P,,,http://sigel.aneel.gov.br/sigel.html,,
824,Corredeira (Ex Usina Velha I),South America,Brazil,Teles Pires,La Plata,16.2,-14.878889,-57.81875,P,,,http://sigel.aneel.gov.br/sigel.html,,
825,Jubinha Iii,South America,Brazil,Teles Pires,La Plata,4.08,-14.73541667,-58.1144,P,,,http://sigel.aneel.gov.br/sigel.html,,
826,Jubinha I,South America,Brazil,Teles Pires,La Plata,11,-14.72291667,-58.184978,P,,,http://sigel.aneel.gov.br/sigel.html,,
